'0:0,'0:15,Crimson,59ea27c7-f4c3-44dd-a889-80a17eb80754,0,0
'0:15,'0:30,Crimson,59ea27c7-f4c3-44dd-a889-80a17eb80754,0,0
'0:30,'0:45,Crimson,59ea27c7-f4c3-44dd-a889-80a17eb80754,0,0
'0:45,'0:60,Crimson,59ea27c7-f4c3-44dd-a889-80a17eb80754,0,0
'1:0,'1:15,Crimson,59ea27c7-f4c3-44dd-a889-80a17eb80754,0,0
'1:15,'1:30,Crimson,59ea27c7-f4c3-44dd-a889-80a17eb80754,0,0
'1:30,'1:45,Crimson,59ea27c7-f4c3-44dd-a889-80a17eb80754,0,0
'1:45,'1:60,Crimson,59ea27c7-f4c3-44dd-a889-80a17eb80754,0,0
'2:0,'2:15,Crimson,59ea27c7-f4c3-44dd-a889-80a17eb80754,0,0
'2:15,'2:30,Crimson,59ea27c7-f4c3-44dd-a889-80a17eb80754,0,0
'2:30,'2:45,Crimson,59ea27c7-f4c3-44dd-a889-80a17eb80754,0,0
'2:45,'2:60,Crimson,59ea27c7-f4c3-44dd-a889-80a17eb80754,0,0
'3:0,'3:15,Crimson,59ea27c7-f4c3-44dd-a889-80a17eb80754,0,0
'3:15,'3:30,Crimson,59ea27c7-f4c3-44dd-a889-80a17eb80754,0,0
'3:30,'3:45,Crimson,59ea27c7-f4c3-44dd-a889-80a17eb80754,0,0
'3:45,'3:60,Crimson,59ea27c7-f4c3-44dd-a889-80a17eb80754,0,0
'4:0,'4:15,Crimson,59ea27c7-f4c3-44dd-a889-80a17eb80754,0,0
'4:15,'4:30,Crimson,59ea27c7-f4c3-44dd-a889-80a17eb80754,0,0
'4:30,'4:45,Crimson,59ea27c7-f4c3-44dd-a889-80a17eb80754,0,0
'4:45,'4:60,Crimson,59ea27c7-f4c3-44dd-a889-80a17eb80754,0,0
'5:0,'5:15,Crimson,59ea27c7-f4c3-44dd-a889-80a17eb80754,0,0
'5:15,'5:30,Crimson,59ea27c7-f4c3-44dd-a889-80a17eb80754,0,0
'5:30,'5:45,Crimson,59ea27c7-f4c3-44dd-a889-80a17eb80754,0,0
'5:45,'5:60,Crimson,59ea27c7-f4c3-44dd-a889-80a17eb80754,0,0
'6:0,'6:15,Crimson,59ea27c7-f4c3-44dd-a889-80a17eb80754,411.1394992,4642.105263
'6:15,'6:30,Crimson,59ea27c7-f4c3-44dd-a889-80a17eb80754,513.924374,5802.631579
'6:30,'6:45,Crimson,59ea27c7-f4c3-44dd-a889-80a17eb80754,513.924374,5802.631579
'6:45,'6:60,Crimson,59ea27c7-f4c3-44dd-a889-80a17eb80754,513.924374,5802.631579
'7:0,'7:15,Crimson,59ea27c7-f4c3-44dd-a889-80a17eb80754,282.0873786,3185
'7:15,'7:30,Crimson,59ea27c7-f4c3-44dd-a889-80a17eb80754,0,0
'7:30,'7:45,Crimson,59ea27c7-f4c3-44dd-a889-80a17eb80754,0,0
